frame,timestamp,track_id,class_id,class_name,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,velocity_x,velocity_y,speed,acceleration_y
144,4.8,31,2,car,0.839,356.8,253.3,633.5,385.0,495.1,319.2,11.46,-4.35,12.26,4.44
144,4.8,30,0,person,0.576,881.5,210.3,957.3,368.1,919.4,289.2,2.64,1.38,2.98,1.05
145,4.833,17,0,person,0.735,769.5,288.3,867.6,444.8,818.5,366.5,-1.38,1.31,1.9,0.48
145,4.833,31,2,car,0.858,378.2,247.3,642.8,374.7,510.5,311.0,15.38,-8.15,17.4,-3.8
145,4.833,30,0,person,0.551,884.3,209.3,962.2,370.4,923.2,289.9,3.86,0.66,3.91,-0.72
146,4.867,17,0,person,0.728,767.8,289.7,866.3,444.8,817.1,367.2,-1.5,0.69,1.65,-0.62
146,4.867,31,2,car,0.804,397.9,241.8,651.7,366.0,524.8,303.9,14.29,-7.09,15.95,1.06
146,4.867,30,0,person,0.547,888.1,209.2,966.4,369.9,927.2,289.5,4.01,-0.33,4.02,-0.99
147,4.9,17,0,person,0.527,766.6,288.7,867.8,446.5,817.2,367.6,0.11,0.4,0.42,-0.29
147,4.9,31,2,car,0.764,419.0,240.8,654.8,357.9,536.9,299.4,12.1,-4.57,12.93,2.52
147,4.9,30,0,person,0.484,889.1,208.0,968.1,368.2,928.6,288.1,1.38,-1.42,1.98,-1.09
148,4.933,17,0,person,0.524,765.7,288.6,869.0,448.3,817.3,368.5,0.17,0.84,0.86,0.44
148,4.933,31,2,car,0.691,430.9,235.6,661.1,352.3,546.0,294.0,9.11,-5.4,10.59,-0.83
148,4.933,30,0,person,0.486,891.3,207.0,971.0,366.6,931.2,286.8,2.55,-1.28,2.85,0.15
149,4.967,17,0,person,0.689,765.0,287.6,871.0,450.6,818.0,369.1,0.66,0.64,0.92,-0.2
149,4.967,31,2,car,0.8,448.0,229.4,668.5,343.9,558.3,286.6,12.27,-7.3,14.28,-1.9
149,4.967,30,0,person,0.545,893.2,206.6,974.5,368.3,933.9,287.4,2.68,0.58,2.74,1.86
150,5.0,17,0,person,0.674,762.5,286.6,873.3,456.9,817.9,371.8,-0.13,2.65,2.65,2.01
150,5.0,31,2,car,0.822,471.1,228.5,669.1,333.8,570.1,281.2,11.82,-5.46,13.02,1.84
150,5.0,30,0,person,0.544,895.0,205.2,976.9,367.8,936.0,286.5,2.14,-0.9,2.32,-1.48
151,5.033,17,0,person,0.769,759.8,286.4,876.4,466.0,818.1,376.2,0.23,4.45,4.45,1.8
151,5.033,31,2,car,0.816,493.6,228.2,669.8,324.4,581.7,276.3,11.58,-4.88,12.56,0.58
151,5.033,30,0,person,0.603,896.1,204.8,978.7,368.5,937.4,286.7,1.4,0.14,1.4,1.03
152,5.067,17,0,person,0.745,758.5,288.4,877.5,472.4,818.0,380.4,-0.15,4.2,4.2,-0.24
152,5.067,31,2,car,0.827,513.1,229.5,669.9,317.5,591.5,273.5,9.79,-2.81,10.19,2.07
152,5.067,30,0,person,0.514,896.5,204.6,977.9,365.7,937.2,285.2,-0.15,-1.5,1.5,-1.63
153,5.1,17,0,person,0.73,758.9,290.5,875.5,470.5,817.2,380.5,-0.75,0.11,0.76,-4.09
153,5.1,31,2,car,0.797,524.9,228.1,670.0,312.2,597.4,270.1,5.94,-3.36,6.83,-0.56
153,5.1,30,0,person,0.579,896.1,205.8,977.4,367.3,936.7,286.6,-0.49,1.41,1.5,2.91
154,5.133,17,0,person,0.673,759.9,291.5,871.8,462.6,815.8,377.0,-1.39,-3.49,3.76,-3.6
154,5.133,31,2,car,0.757,536.1,225.0,673.4,307.7,604.8,266.4,7.36,-3.76,8.26,-0.4
154,5.133,30,0,person,0.604,894.2,207.0,975.2,369.0,934.7,288.0,-2.05,1.43,2.5,0.01
155,5.167,17,0,person,0.644,757.9,292.0,870.1,462.1,814.0,377.0,-1.83,0.01,1.83,3.5
155,5.167,31,2,car,0.775,546.3,219.8,675.6,301.4,611.0,260.6,6.2,-5.78,8.47,-2.02
155,5.167,30,0,person,0.64,894.0,206.1,973.3,364.9,933.7,285.5,-1.03,-2.51,2.71,-3.94
156,5.2,17,0,person,0.664,757.5,292.6,865.5,453.7,811.5,373.2,-2.47,-3.87,4.6,-3.89
156,5.2,31,2,car,0.749,553.2,215.6,676.2,297.2,614.7,256.4,3.71,-4.23,5.63,1.55
156,5.2,30,0,person,0.653,893.2,205.0,971.4,361.7,932.3,283.3,-1.37,-2.16,2.56,0.35
157,5.233,17,0,person,0.608,752.4,292.4,864.2,458.3,808.3,375.4,-3.19,2.22,3.89,6.1
157,5.233,31,2,car,0.62,564.1,211.9,677.7,291.7,620.9,251.8,6.21,-4.59,7.72,-0.36
157,5.233,30,0,person,0.656,892.9,203.4,970.8,358.5,931.8,280.9,-0.48,-2.42,2.47,-0.26
158,5.267,17,0,person,0.822,737.2,292.8,872.6,498.4,804.9,395.6,-3.46,20.18,20.48,17.96
158,5.267,30,0,person,0.695,892.0,202.8,970.6,357.5,931.3,280.2,-0.55,-0.74,0.92,1.68
159,5.3,17,0,person,0.839,731.8,295.4,872.7,513.7,802.2,404.6,-2.62,8.98,9.36,-11.2
159,5.3,30,0,person,0.667,888.8,203.1,969.3,360.8,929.1,282.0,-2.22,1.78,2.84,2.52
160,5.333,17,0,person,0.864,727.1,296.2,873.1,527.8,800.1,412.0,-2.18,7.45,7.76,-1.53
160,5.333,30,0,person,0.659,887.5,203.3,967.7,358.8,927.6,281.0,-1.49,-0.91,1.75,-2.68
161,5.367,17,0,person,0.871,725.0,294.5,871.4,531.7,798.2,413.1,-1.84,1.11,2.15,-6.34
161,5.367,30,0,person,0.711,888.9,201.4,968.8,354.5,928.9,277.9,1.31,-3.12,3.38,-2.21
162,5.4,17,0,person,0.87,725.1,292.1,869.7,530.9,797.4,411.5,-0.81,-1.61,1.8,-2.72
162,5.4,30,0,person,0.675,891.0,199.3,971.3,351.9,931.1,275.6,2.29,-2.37,3.29,0.75
163,5.433,17,0,person,0.871,725.2,290.7,867.5,529.0,796.3,409.9,-1.06,-1.62,1.94,-0.02
163,5.433,30,0,person,0.636,893.5,196.9,975.7,352.3,934.6,274.6,3.46,-0.98,3.59,1.39
164,5.467,17,0,person,0.866,725.3,290.8,865.5,528.1,795.4,409.5,-0.95,-0.42,1.04,1.21
164,5.467,30,0,person,0.614,895.7,196.1,978.7,352.3,937.2,274.2,2.62,-0.41,2.65,0.57
165,5.5,17,0,person,0.862,725.9,290.4,864.6,527.2,795.3,408.8,-0.12,-0.69,0.7,-0.28
165,5.5,30,0,person,0.631,897.2,195.3,980.7,352.3,939.0,273.8,1.77,-0.36,1.81,0.05
166,5.533,17,0,person,0.858,727.5,289.3,864.8,525.9,796.2,407.6,0.88,-1.18,1.47,-0.49
166,5.533,30,0,person,0.608,899.0,193.9,983.7,352.8,941.4,273.3,2.37,-0.47,2.42,-0.11
166,5.533,36,28,box,0.394,781.4,549.0,857.1,654.3,819.2,601.6,0.0,0.0,0.0,0.0
167,5.567,17,0,person,0.866,729.0,288.8,865.2,526.2,797.1,407.5,0.97,-0.11,0.98,1.07
167,5.567,30,0,person,0.627,900.3,192.8,986.8,355.8,943.5,274.3,2.17,0.96,2.37,1.43
