frame,timestamp,track_id,class_id,class_name,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,velocity_x,velocity_y,speed,acceleration_y
90,3.0,21,0,person,0.453,631.0,111.3,725.1,263.6,678.0,187.5,-2.2,-2.68,3.47,-2.24
91,3.033,21,0,person,0.376,633.3,108.9,729.2,263.3,681.3,186.1,3.23,-1.37,3.51,1.31
94,3.133,9000,0,person,0.306,1115.8,99.2,1181.4,206.3,1148.6,152.8,0.0,0.0,0.0,0.0
96,3.2,9001,0,person,0.352,1137.2,102.4,1200.0,205.7,1168.6,154.0,0.0,0.0,0.0,0.0
100,3.333,9002,0,person,0.501,674.9,95.7,777.9,245.6,726.4,170.6,0.0,0.0,0.0,0.0
101,3.367,21,0,person,0.638,665.8,92.2,757.5,242.8,711.6,167.5,3.04,-1.86,3.56,-0.05
102,3.4,21,0,person,0.533,668.5,90.3,758.3,240.1,713.4,165.2,1.78,-2.3,2.91,-0.44
103,3.433,21,0,person,0.501,676.7,88.6,764.3,238.0,720.5,163.3,7.04,-1.96,7.31,0.34
104,3.467,21,0,person,0.527,679.2,88.0,764.9,237.5,722.0,162.7,1.58,-0.55,1.67,1.41
105,3.5,21,0,person,0.487,680.9,85.4,766.0,236.2,723.4,160.8,1.39,-1.93,2.38,-1.38
106,3.533,21,0,person,0.502,676.0,85.7,761.7,237.3,718.8,161.5,-4.62,0.73,4.68,2.66
107,3.567,21,0,person,0.446,678.1,85.8,764.4,237.5,721.2,161.6,2.41,0.12,2.42,-0.61
108,3.6,21,0,person,0.603,674.5,88.7,760.9,240.8,717.7,164.8,-3.55,3.14,4.74,3.03
109,3.633,21,0,person,0.526,672.1,91.5,758.7,244.6,715.4,168.1,-2.3,3.29,4.01,0.14
110,3.667,21,0,person,0.513,669.0,96.1,754.5,248.5,711.8,172.3,-3.63,4.28,5.61,1.0
111,3.7,21,0,person,0.577,668.3,100.2,752.2,250.5,710.2,175.4,-1.52,3.03,3.39,-1.26
112,3.733,21,0,person,0.445,673.1,100.6,756.5,250.0,714.8,175.3,4.62,-0.06,4.62,-3.08
113,3.767,21,0,person,0.502,679.5,100.9,762.1,248.7,720.8,174.8,5.97,-0.47,5.98,-0.42
114,3.8,21,0,person,0.596,680.1,105.8,761.5,252.1,720.8,178.9,-0.0,4.1,4.1,4.58
115,3.833,21,0,person,0.505,676.9,110.3,758.9,257.5,717.9,183.9,-2.9,4.93,5.72,0.83
116,3.867,21,0,person,0.4,674.2,113.4,756.2,260.1,715.2,186.7,-2.71,2.86,3.94,-2.08
117,3.9,21,0,person,0.472,673.2,115.7,754.9,262.5,714.0,189.1,-1.15,2.35,2.62,-0.51
118,3.933,9003,73,book,0.338,197.3,172.3,518.7,261.0,358.0,216.6,0.0,0.0,0.0,0.0
122,4.067,21,0,person,0.49,677.3,124.3,757.3,270.2,717.3,197.2,0.66,1.63,1.75,-0.14
123,4.1,21,0,person,0.489,679.6,125.4,758.3,271.3,719.0,198.4,1.61,1.18,2.0,-0.45
124,4.133,21,0,person,0.444,681.3,123.0,761.4,272.7,721.3,197.9,2.38,-0.53,2.44,-1.7
127,4.233,21,0,person,0.352,681.9,125.6,760.0,272.6,720.9,199.1,-0.13,0.41,0.43,0.31
128,4.267,21,0,person,0.322,682.0,121.9,761.6,272.2,721.8,197.0,0.84,-2.04,2.21,-2.45
129,4.3,21,0,person,0.304,679.3,118.9,760.3,270.4,719.8,194.7,-1.96,-2.38,3.08,-0.33
130,4.333,21,0,person,0.379,680.7,118.1,762.0,269.9,721.3,194.0,1.51,-0.71,1.67,1.67
131,4.367,21,0,person,0.374,682.3,117.4,763.4,269.2,722.8,193.3,1.53,-0.62,1.66,0.08
131,4.367,37,73,book,0.34,194.9,166.4,541.7,260.9,368.3,213.6,0.0,0.0,0.0,0.0
132,4.4,21,0,person,0.39,681.8,117.0,763.3,268.6,722.5,192.8,-0.33,-0.52,0.62,0.1
132,4.4,37,73,book,0.39,222.2,171.6,554.8,262.0,388.5,216.8,20.19,3.13,20.43,3.13
135,4.5,37,73,book,0.332,237.5,174.1,565.4,262.6,401.4,218.3,4.31,0.52,4.34,-0.87
137,4.567,37,73,book,0.351,236.2,174.7,568.1,263.6,402.1,219.2,0.35,0.42,0.55,-0.05
138,4.6,37,73,book,0.34,203.0,164.1,566.0,261.3,384.5,212.7,-17.61,-6.48,18.77,-6.91
139,4.633,37,73,book,0.397,185.9,158.8,565.3,260.8,375.6,209.8,-8.92,-2.93,9.39,3.55
141,4.7,37,73,book,0.398,172.4,162.4,548.0,262.0,360.2,212.2,-7.7,1.21,7.79,2.07
142,4.733,37,73,book,0.33,174.0,164.2,544.2,261.4,359.1,212.8,-1.07,0.64,1.25,-0.57
