frame,timestamp,track_id,class_id,class_name,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,velocity_x,velocity_y,speed,acceleration_y
41,1.367,2,0,person,0.682,651.7,107.6,853.0,344.5,752.4,226.0,0.84,-3.64,3.74,1.83
42,1.4,1,0,person,0.68,596.3,188.4,761.2,627.4,678.8,407.9,0.23,0.27,0.36,1.66
42,1.4,4,0,person,0.692,364.6,280.3,571.1,650.9,467.8,465.6,-2.5,1.14,2.75,-0.28
42,1.4,2,0,person,0.665,651.1,105.2,853.3,342.1,752.2,223.6,-0.18,-2.38,2.39,1.26
43,1.433,1,0,person,0.757,594.2,183.4,762.8,633.2,678.5,408.3,-0.26,0.41,0.49,0.14
43,1.433,4,0,person,0.728,363.5,282.3,570.5,653.9,467.0,468.1,-0.82,2.54,2.67,1.41
43,1.433,2,0,person,0.651,650.1,99.6,851.9,334.1,751.0,216.8,-1.18,-6.8,6.9,-4.41
43,1.433,33,0,person,0.325,118.5,157.9,317.4,559.5,217.9,358.7,1.38,-3.95,4.19,0.89
44,1.467,1,0,person,0.691,596.3,177.8,766.3,634.3,681.3,406.0,2.79,-2.29,3.6,-2.7
44,1.467,2,0,person,0.509,649.2,93.3,852.2,326.9,750.7,210.1,-0.28,-6.73,6.74,0.07
44,1.467,33,0,person,0.346,121.8,160.6,313.6,554.6,217.7,357.6,-0.22,-1.12,1.15,2.83
45,1.5,1,0,person,0.687,593.9,174.8,765.4,637.6,679.6,406.2,-1.64,0.17,1.65,2.45
45,1.5,2,0,person,0.495,648.2,89.9,853.6,324.6,750.9,207.2,0.17,-2.86,2.87,3.87
45,1.5,33,0,person,0.315,118.4,153.1,313.8,561.1,216.1,357.1,-1.63,-0.46,1.69,0.66
46,1.533,1,0,person,0.694,612.3,119.8,809.6,640.8,710.9,380.3,31.31,-25.89,40.62,-26.05
46,1.533,33,0,person,0.486,116.7,157.3,312.1,571.0,214.4,364.2,-1.71,7.04,7.25,7.5
46,1.533,4,0,person,0.4,357.4,286.5,564.4,656.3,460.9,471.4,-2.04,1.09,2.32,-0.48
47,1.567,1,0,person,0.714,610.2,101.1,819.8,647.4,715.0,374.3,4.06,-6.05,7.28,19.84
47,1.567,33,0,person,0.385,128.4,208.0,301.8,574.5,215.1,391.2,0.69,27.08,27.09,20.04
48,1.6,1,0,person,0.615,608.5,103.4,814.9,646.9,711.7,375.2,-3.33,0.89,3.45,6.93
49,1.633,1,0,person,0.628,612.5,106.8,816.5,646.4,714.5,376.6,2.79,1.44,3.14,0.55
49,1.633,33,0,person,0.336,146.0,232.1,309.1,578.3,227.5,405.2,6.23,6.96,9.34,-10.06
50,1.667,1,0,person,0.662,625.6,110.6,827.9,641.8,726.7,376.2,12.25,-0.39,12.26,-1.83
51,1.7,1,0,person,0.604,636.8,114.2,837.3,633.3,737.1,373.8,10.34,-2.46,10.62,-2.07
51,1.7,33,0,person,0.359,173.1,249.0,328.1,577.3,250.6,413.2,11.53,3.99,12.2,-1.49
52,1.733,1,0,person,0.657,644.4,117.3,845.6,628.2,745.0,372.7,7.93,-1.02,7.99,1.44
52,1.733,33,0,person,0.358,177.7,211.9,346.7,576.2,262.2,394.0,11.64,-19.14,22.4,-23.13
